Swedish_Lemma,English_Lemma,Chinese_Lemma,POS
attackerad,attacked,被攻击的,ADJ
konstatera,establish,确认,VERB
värdera,evaluate,评价,VERB
astma,asthma,哮喘,NOUN
granska,review,审查,VERB
tillämpa,apply,应用,VERB
formulera,formulate,构想,VERB
understryka,underline,强调,VERB
atombomb,atomic bomb,原子弹,NOUN
hänvisa,refer,引用,VERB
relatera,relate,关联,VERB
sammanfatta,summarize,总结,VERB
sammanställa,compile,编制,VERB
ske,happen,发生,VERB
förtydliga,clarify,阐明,VERB
motivera,motivate,激励,VERB
överväga,consider,考虑,VERB
reflektera,reflect,反思,VERB
spegla,mirror,反映,VERB
tolka,interpret,解释,VERB
uppmärksamma,notice,留意,VERB
observera,observe,观察,VERB
dokumentera,document,记录,VERB
utforska,explore,探索,VERB
instruera,instruct,指导,VERB
genomföra,carry out,执行,VERB
arrangera,arrange,安排,VERB
integrera,integrate,整合,VERB
utesluta,exclude,排除,VERB
bål,torso,躯干,NOUN
medverka,participate,参与,VERB
inträffa,occur,发生,VERB
förekomma,occur,出现,VERB
beakta,consider,考虑,VERB
illustrera,illustrate,说明,VERB
fördela,distribute,分配,VERB
förena,unite,联合,VERB
lossna,come loose,松脱,VERB
konstruera,to construct,构造,VERB
avvisa,refuse,拒绝,VERB
godta,accept,接受,VERB
assistera,assist,协助,VERB
förstärka,strengthen,加强,VERB
försvaga,weaken,削弱,VERB
förhöja,enhance,提升,VERB
utöka,expand,扩大,VERB
expandera,expand,扩张,VERB
förkorta,shorten,缩短,VERB
bereda,prepare,准备,VERB
förlänga,lengthen,延长,VERB
sträva,strive,努力,VERB
försörja,provide for,供养,VERB
underhålla,maintain,维护,VERB
vårda,care for,照料,VERB
bespruta,spray,喷洒,VERB
övervaka,monitor,监督,VERB
fenomen,phenomenon,现象,NOUN
larma,alarm,警报,VERB
påbörja,begin,开始,VERB
inleda,initiate,开始,VERB
slutföra,complete,完成,VERB
anse,consider,认为,VERB
åstadkomma,accomplish,实现,VERB
utöva,exercise,行使,VERB
filosofi,philosophy,哲学,NOUN
nyttja,use,使用,VERB
rekrytera,recruit,招募,VERB
framföra,convey,转达,VERB
förmedla,convey,传达,VERB
överföra,transfer,转移,VERB
hylla,praise,赞扬,VERB
prisa,praise,赞美,VERB
berömma,praise,夸奖,VERB
ena,unite,统一,VERB
enas,agree,达成一致,VERB
utreda,investigate,调查,VERB
garantera,guarantee,保证,VERB
finansiera,finance,资助,VERB
bevisa,prove,证明,VERB
spekulera,speculate,投机,VERB
importera,import,进口,VERB
censur,censorship,审查,NOUN
medge,admit,承认,VERB
förneka,deny,否认,VERB
neka,deny,否认,VERB
bosätta,settle,定居,VERB
uppföra,erect,建造,VERB
strida,fight,战斗,VERB
diktatur,dictatorship,独裁,NOUN
monarki,monarchy,君主制,NOUN
republik,republic,共和国,NOUN
grundlag,constitution,基本法,NOUN
cirkulation,circulation,循环,NOUN
parlament,parliament,议会,NOUN
departement,department,部门,NOUN
citrus,citrus,柑橘,NOUN
kommitté,committee,委员会,NOUN
civil,civilian,平民的,ADJ
omröstning,vote,表决,NOUN
civilisation,civilization,文明,NOUN
minoritet,minority,少数,NOUN
civiliserad,civilized,文明的,ADJ
opposition,opposition,反对派,NOUN
block,bloc,阵营,NOUN
civilist,civilian,平民,NOUN
förbund,federation,联盟,NOUN
cylinder,cylinder,圆柱体,NOUN
protokoll,protocol,议定书,NOUN
bilaga,appendix,附件,NOUN
paragraf,paragraph,条款,NOUN
cynisk,cynical,愤世嫉俗的,ADJ
