English_Lemma,English_Lemma,Chinese_Lemma,POS
British,British,英国的,ADJ
CEO,CEO,首席执行官,NOUN
ability,ability,能力,NOUN
abroad,abroad,在国外,ADV
accent,accent,口音,NOUN
activity,activity,活动,NOUN
adult,adult,成年人,NOUN
adventure,adventure,冒险,NOUN
agreement,agreement,协议,NOUN
aim,aim,目标,NOUN
alarm,alarm,警报,NOUN
album,album,专辑,NOUN
alcohol,alcohol,酒精,NOUN
alien,alien,外星人,NOUN
although,although,虽然,SCONJ
ambulance,ambulance,救护车,NOUN
angel,angel,天使,NOUN
anniversary,anniversary,周年纪念,NOUN
announce,announce,宣布,VERB
annoying,annoying,恼人的,ADJ
apology,apology,道歉,NOUN
appear,appear,出现,VERB
appointment,appointment,预约,NOUN
argument,argument,争论,NOUN
arrange,arrange,安排,VERB
article,article,文章,NOUN
artist,artist,艺术家,NOUN
assistant,assistant,助手,NOUN
athlete,athlete,运动员,NOUN
attack,attack,攻击,NOUN
attack,attack,攻击,VERB
attend,attend,出席,VERB
attract,attract,吸引,VERB
attractive,attractive,有吸引力的,ADJ
avoid,avoid,避免,VERB
awake,awake,醒着的,ADJ
award,award,奖项,NOUN
awkward,awkward,尴尬的,ADJ
background,background,背景,NOUN
balance,balance,平衡,NOUN
bang,bang,巨响,NOUN
bark,bark,吠叫,VERB
basement,basement,地下室,NOUN
basic,basic,基本的,ADJ
bat,bat,蝙蝠,NOUN
bath,bath,洗澡,NOUN
bean,bean,豆子,NOUN
below,below,在...下面,ADP
belt,belt,腰带,NOUN
bench,bench,长椅,NOUN
billion,billion,十亿,NUM
blank,blank,空白的,ADJ
block,block,街区,NOUN
blood,blood,血,NOUN
boil,boil,煮沸,VERB
bone,bone,骨头,NOUN
bonus,bonus,奖金,NOUN
border,border,边界,NOUN
boring,boring,无聊的,ADJ
branch,branch,树枝,NOUN
brand,brand,品牌,NOUN
break,break,休息,NOUN
brick,brick,砖,NOUN
bride,bride,新娘,NOUN
brilliant,brilliant,杰出的,ADJ
brown,brown,棕色,ADJ
brush,brush,刷子,NOUN
bug,bug,虫子,NOUN
bull,bull,公牛,NOUN
butt,butt,臀部,NOUN
butter,butter,黄油,NOUN
button,button,按钮,NOUN
cabin,cabin,小屋,NOUN
cage,cage,笼子,NOUN
cancel,cancel,取消,VERB
candy,candy,糖果,NOUN
careless,careless,粗心的,ADJ
carpet,carpet,地毯,NOUN
carrot,carrot,胡萝卜,NOUN
castle,castle,城堡,NOUN
cave,cave,洞穴,NOUN
celebrate,celebrate,庆祝,VERB
chain,chain,链条,NOUN
champagne,champagne,香槟,NOUN
champion,champion,冠军,NOUN
change,change,变化,NOUN
charming,charming,迷人的,ADJ
chase,chase,追逐,VERB
chat,chat,聊天,VERB
cheat,cheat,欺骗,VERB
cheese,cheese,奶酪,NOUN
chest,chest,胸部,NOUN
chick,chick,小鸡,NOUN
childhood,childhood,童年,NOUN
chocolate,chocolate,巧克力,NOUN
cigarette,cigarette,香烟,NOUN
circle,circle,圆圈,NOUN
classic,classic,经典的,ADJ
clean,clean,打扫,VERB
clever,clever,聪明的,ADJ
clinic,clinic,诊所,NOUN
clock,clock,时钟,NOUN
closet,closet,壁橱,NOUN
coach,coach,教练,NOUN
coast,coast,海岸,NOUN
collect,collect,收集,VERB
collection,collection,收藏品,NOUN
competition,competition,比赛,NOUN
concert,concert,音乐会,NOUN
confident,confident,自信的,ADJ
confused,confused,困惑的,ADJ
connect,connect,连接,VERB
connected,connected,连接的,ADJ
contest,contest,比赛,NOUN
cook,cook,烹饪,VERB
couch,couch,沙发,NOUN
crash,crash,碰撞,NOUN
crime,crime,犯罪,NOUN
crown,crown,王冠,NOUN
curious,curious,好奇的,ADJ
customer,customer,顾客,NOUN
daily,daily,每日的,ADJ
darkness,darkness,黑暗,NOUN
data,data,数据,NOUN
death,death,死亡,NOUN
degree,degree,程度,NOUN
delicious,delicious,美味的,ADJ
describe,describe,描述,VERB
desert,desert,沙漠,NOUN
design,design,设计,NOUN
design,design,设计,VERB
detail,detail,细节,NOUN
dig,dig,挖掘,VERB
direct,direct,直接的,ADJ
direction,direction,方向,NOUN
director,director,导演,NOUN
dirt,dirt,污垢,NOUN
dish,dish,盘子,NOUN
doll,doll,玩偶,NOUN
dragon,dragon,龙,NOUN
drawing,drawing,图画,NOUN
drink,drink,饮料,NOUN
dust,dust,灰尘,NOUN
education,education,教育,NOUN
effort,effort,努力,NOUN
electricity,electricity,电,NOUN
elevator,elevator,电梯,NOUN
enter,enter,进入,VERB
entrance,entrance,入口,NOUN
episode,episode,集,NOUN
exam,exam,考试,NOUN
excellent,excellent,优秀的,ADJ
exciting,exciting,令人兴奋的,ADJ
exercise,exercise,锻炼,NOUN
exercise,exercise,锻炼,VERB
exit,exit,出口,NOUN
expert,expert,专家,NOUN
fall,fall,瀑布,NOUN
false,false,错误的,ADJ
familiar,familiar,熟悉的,ADJ
fantastic,fantastic,极好的,ADJ
farm,farm,农场,NOUN
fashion,fashion,时尚,NOUN
fence,fence,栅栏,NOUN
fever,fever,发烧,NOUN
finger,finger,手指,NOUN
flag,flag,旗帜,NOUN
flat,flat,公寓,NOUN
flower,flower,花,NOUN
foolish,foolish,愚蠢的,ADJ
football,football,足球,NOUN
foreign,foreign,外国的,ADJ
forest,forest,森林,NOUN
fourth,fourth,第四,NUM
freedom,freedom,自由,NOUN
freeze,freeze,结冰,VERB
friendly,friendly,友好的,ADJ
friendship,friendship,友谊,NOUN
fruit,fruit,水果,NOUN
garage,garage,车库,NOUN
gate,gate,大门,NOUN
gentle,gentle,温柔的,ADJ
gentleman,gentleman,绅士,NOUN
giant,giant,巨人,NOUN
goal,goal,目标,NOUN
golden,golden,金色的,ADJ
grade,grade,等级,NOUN
grandfather,grandfather,祖父,NOUN
grandmother,grandmother,祖母,NOUN
grass,grass,草,NOUN
guide,guide,导游,NOUN
gun,gun,枪,NOUN
habit,habit,习惯,NOUN
hall,hall,大厅,NOUN
happiness,happiness,幸福,NOUN
healthy,healthy,健康的,ADJ
helicopter,helicopter,直升机,NOUN
hell,hell,地狱,NOUN
helpful,helpful,有帮助的,ADJ
hidden,hidden,隐藏的,ADJ
hill,hill,小山,NOUN
holiday,holiday,假期,NOUN
homework,homework,家庭作业,NOUN
hook,hook,钩子,NOUN
hug,hug,拥抱,NOUN
hunt,hunt,狩猎,NOUN
ill,ill,生病的,ADJ
image,image,图像,NOUN
international,international,国际的,ADJ
iron,iron,铁,NOUN
joke,joke,开玩笑,VERB
journey,journey,旅程,NOUN
joy,joy,喜悦,NOUN
juice,juice,果汁,NOUN
kill,kill,杀死,VERB
kingdom,kingdom,王国,NOUN
knowledge,knowledge,知识,NOUN
lake,lake,湖,NOUN
land,land,着陆,VERB
laundry,laundry,洗衣,NOUN
law,law,法律,NOUN
lesson,lesson,课程,NOUN
liar,liar,骗子,NOUN
lift,lift,电梯,NOUN
link,link,链接,NOUN
loser,loser,失败者,NOUN
lover,lover,爱人,NOUN
magazine,magazine,杂志,NOUN
makeup,makeup,化妆品,NOUN
male,male,男性,NOUN
manage,manage,管理,VERB
map,map,地图,NOUN
mask,mask,面具,NOUN
meal,meal,一餐,NOUN
meaning,meaning,意义,NOUN
media,media,媒体,NOUN
metal,metal,金属,NOUN
midnight,midnight,午夜,NOUN
mirror,mirror,镜子,NOUN
mix,mix,混合,VERB
model,model,模型,NOUN
modern,modern,现代的,ADJ
mood,mood,心情,NOUN
movement,movement,运动,NOUN
mysterious,mysterious,神秘的,ADJ
mystery,mystery,谜,NOUN
nail,nail,指甲,NOUN
nearby,nearby,在附近,ADV
neighbor,neighbor,邻居,NOUN
neighborhood,neighborhood,社区,NOUN
nephew,nephew,侄子,NOUN
network,network,网络,NOUN
newspaper,newspaper,报纸,NOUN
normally,normally,通常地,ADV
object,object,物体,NOUN
ocean,ocean,海洋,NOUN
online,online,在线的,ADJ
opposite,opposite,相反的,ADJ
orange,orange,橙色,NOUN
own,own,拥有,VERB
owner,owner,所有者,NOUN
package,package,包裹,NOUN
page,page,页,NOUN
painful,painful,疼痛的,ADJ
paint,paint,油漆,NOUN
painting,painting,绘画,NOUN
pair,pair,一对,NOUN
palace,palace,宫殿,NOUN
parcel,parcel,包裹,NOUN
parent,parent,父母,NOUN
parking,parking,停车,NOUN
pee,pee,小便,VERB
pen,pen,钢笔,NOUN
percent,percent,百分比,NOUN
period,period,时期,NOUN
pill,pill,药丸,NOUN
pink,pink,粉红色,NOUN
pizza,pizza,披萨,NOUN
plant,plant,植物,NOUN
plant,plant,种植,VERB
plastic,plastic,塑料,NOUN
player,player,运动员,NOUN
pleased,pleased,高兴的,ADJ
pocket,pocket,口袋,NOUN
pop,pop,流行音乐,NOUN
popular,popular,受欢迎的,ADJ
positive,positive,积极的,ADJ
post,post,邮件,NOUN
pray,pray,祈祷,VERB
princess,princess,公主,NOUN
print,print,打印,VERB
prize,prize,奖品,NOUN
product,product,产品,NOUN
profile,profile,简介,NOUN
provide,provide,提供,VERB
punch,punch,拳击,NOUN
purse,purse,钱包,NOUN
quality,quality,质量,NOUN
quarter,quarter,四分之一,NOUN
rat,rat,老鼠,NOUN
receive,receive,收到,VERB
recording,recording,录音,NOUN
regular,regular,规律的,ADJ
remind,remind,提醒,VERB
remove,remove,移除,VERB
rent,rent,租金,NOUN
repeat,repeat,重复,VERB
replace,replace,替换,VERB
report,report,报告,VERB
reporter,reporter,记者,NOUN
result,result,结果,NOUN
rice,rice,米饭,NOUN
robot,robot,机器人,NOUN
role,role,角色,NOUN
romantic,romantic,浪漫的,ADJ
rope,rope,绳子,NOUN
route,route,路线,NOUN
row,row,行,NOUN
rude,rude,粗鲁的,ADJ
salad,salad,沙拉,NOUN
sale,sale,出售,NOUN
salt,salt,盐,NOUN
sand,sand,沙子,NOUN
sandwich,sandwich,三明治,NOUN
scary,scary,可怕的,ADJ
schedule,schedule,时间表,NOUN
scream,scream,尖叫,NOUN
screen,screen,屏幕,NOUN
secretary,secretary,秘书,NOUN
sentence,sentence,句子,NOUN
series,series,系列,NOUN
set,set,一套,NOUN
setting,setting,背景,NOUN
shadow,shadow,影子,NOUN
shake,shake,摇动,VERB
shape,shape,形状,NOUN
sharp,sharp,锋利的,ADJ
shine,shine,照耀,VERB
shock,shock,震惊,NOUN
shocked,shocked,震惊的,ADJ
shoe,shoe,鞋,NOUN
shopping,shopping,购物,NOUN
shoulder,shoulder,肩膀,NOUN
shout,shout,喊叫,NOUN
shy,shy,害羞的,ADJ
sign,sign,签名,VERB
silence,silence,沉默,NOUN
silent,silent,沉默的,ADJ
silver,silver,银,NOUN
similar,similar,相似的,ADJ
sink,sink,水槽,NOUN
site,site,地点,NOUN
slip,slip,滑倒,VERB
slowly,slowly,缓慢地,ADV
smell,smell,气味,NOUN
smoking,smoking,吸烟,NOUN
snake,snake,蛇,NOUN
snow,snow,雪,NOUN
solve,solve,解决,VERB
sometime,sometime,在某个时候,ADV
soup,soup,汤,NOUN
spell,spell,拼写,VERB
spelling,spelling,拼写,NOUN
sport,sport,运动,NOUN
spring,spring,跳跃,VERB
spy,spy,间谍,NOUN
square,square,广场,NOUN
stomach,stomach,胃,NOUN
stone,stone,石头,NOUN
storm,storm,风暴,NOUN
stranger,stranger,陌生人,NOUN
stress,stress,压力,NOUN
studio,studio,工作室,NOUN
style,style,风格,NOUN
subject,subject,主题,NOUN
success,success,成功,NOUN
sugar,sugar,糖,NOUN
sweat,sweat,汗水,NOUN
sweetie,sweetie,亲爱的,NOUN
swing,swing,秋千,NOUN
switch,switch,开关,NOUN
tail,tail,尾巴,NOUN
talent,talent,天赋,NOUN
task,task,任务,NOUN
taxi,taxi,出租车,NOUN
teaching,teaching,教学,NOUN
tear,tear,眼泪,NOUN
technology,technology,技术,NOUN
telephone,telephone,电话,NOUN
television,television,电视,NOUN
temperature,temperature,温度,NOUN
text,text,文本,NOUN
theater,theater,剧院,NOUN
thick,thick,厚的,ADJ
thief,thief,小偷,NOUN
thin,thin,瘦的,ADJ
thrilling,thrilling,令人兴奋的,ADJ
thunder,thunder,雷,NOUN
tie,tie,领带,NOUN
tiny,tiny,微小的,ADJ
tip,tip,提示,NOUN
title,title,标题,NOUN
toilet,toilet,厕所,NOUN
tongue,tongue,舌头,NOUN
tour,tour,旅行,NOUN
toward,toward,朝向,ADP
tower,tower,塔,NOUN
toy,toy,玩具,NOUN
traffic,traffic,交通,NOUN
trail,trail,小径,NOUN
train,train,训练,VERB
trainee,trainee,实习生,NOUN
trap,trap,陷阱,NOUN
trash,trash,垃圾,NOUN
treasure,treasure,财宝,NOUN
trunk,trunk,树干,NOUN
trustworthy,trustworthy,值得信赖的,ADJ
tunnel,tunnel,隧道,NOUN
