Dutch_Lemma,English_Lemma,Chinese_Lemma,POS
aanbeveling,recommendation,推荐,NOUN
aanleren,to learn,习得,VERB
aanvaarden,to accept,接受,VERB
aardbeving,earthquake,地震,NOUN
acceptabel,acceptable,可接受的,ADJ
adequaat,adequate,适当的,ADJ
afdwingen,to force,强迫,VERB
ambitieus,ambitious,有雄心的,ADJ
arbeid,labor,劳动,NOUN
begroting,budget,预算,NOUN
beschaving,civilization,文明,NOUN
bestraffen,to punish,惩罚,VERB
betreden,to enter,进入,VERB
bevrijden,to liberate,解放,VERB
bijeenkomst,meeting,会议,NOUN
binnenland,domestic,国内,NOUN
centrale,power station,发电厂,NOUN
consensus,consensus,共识,NOUN
crisis,crisis,危机,NOUN
cruciaal,crucial,关键的,ADJ
demonstreren,to demonstrate,示威,VERB
dergelijke,such,这样的,ADJ
dilemma,dilemma,困境,NOUN
doelstelling,objective,目标,NOUN
echtgenote,wife,妻子,NOUN
efficiëntie,efficiency,效率,NOUN
evaluatie,evaluation,评估,NOUN
evenwicht,balance,平衡,NOUN
experimenteren,to experiment,实验,VERB
faciliteit,facility,便利设施,NOUN
falen,to fail,失败,VERB
flexibel,flexible,灵活的,ADJ
flexibiliteit,flexibility,灵活性,NOUN
fundamenteel,fundamental,根本的,ADJ
geleidelijk,gradual,逐渐的,ADJ
grondig,thorough,彻底的,ADJ
herkenbaar,recognizable,可辨认的,ADJ
hof,court,法庭,NOUN
homo,gay man,男同性恋者,NOUN
indien,if,如果,SCONJ
intensief,intensive,密集的,ADJ
interactie,interaction,互动,NOUN
interpretatie,interpretation,解读,NOUN
kabinet,cabinet,内阁,NOUN
kader,framework,框架,NOUN
klimaatverandering,climate change,气候变化,NOUN
knoeien,to mess about,胡搞,VERB
lijden,to suffer,受苦,VERB
meemaken,to experience,经历,VERB
ministerie,ministry,部,NOUN
motivatie,motivation,动机,NOUN
naderen,to approach,接近,VERB
nauwkeurig,accurate,精确的,ADJ
noodzaak,necessity,必要性,NOUN
nors,gruff,粗暴的,ADJ
ondervinden,to experience,经历,VERB
onnozel,silly,愚蠢的,ADJ
opheffen,to abolish,废除,VERB
optimaal,optimal,最佳的,ADJ
opvoeden,to raise,抚养,VERB
overschrijden,to exceed,超过,VERB
overweging,consideration,考量,NOUN
plausibel,plausible,合理的,ADJ
plegen,to commit,实施,VERB
potentieel,potential,潜在的,ADJ
prioriteit,priority,优先事项,NOUN
protesteren,to protest,抗议,VERB
realistisch,realistic,现实的,ADJ
redenering,reasoning,推理,NOUN
reeds,already,已经,ADV
relevant,relevant,相关的,ADJ
samenhang,coherence,连贯性,NOUN
scheiden,to divorce,离婚,VERB
schelden,to scold,责骂,VERB
schommelen,to swing,摇摆,VERB
segment,segment,部分,NOUN
sjouwen,to lug,搬运,VERB
snuffelen,to sniff,嗅,VERB
staking,strike,罢工,NOUN
status,status,地位,NOUN
stijgen,to rise,上升,VERB
straffen,to punish,惩罚,VERB
tappen,to pour,斟,VERB
terecht,rightly,正确地,ADV
transparant,transparent,透明的,ADJ
treden,step,步骤,NOUN
treden,to step,踏,VERB
uitgangspunt,starting point,出发点,NOUN
verenigen,to unite,联合,VERB
vernemen,to hear of,听说,VERB
verpleegkundige,nurse,护士,NOUN
verrichten,to perform,执行,VERB
verscherpen,to sharpen,加剧,VERB
verwerven,to acquire,获得,VERB
vluchteling,refugee,难民,NOUN
voorspellen,to predict,预测,VERB
voorwaarde,condition,条件,NOUN
vrijwel,virtually,几乎,ADV
wekken,to wake,唤醒,VERB
wellicht,perhaps,也许,ADV
welvaart,prosperity,繁荣,NOUN
werpen,to throw,投掷,VERB
zaniken,to nag,唠叨,VERB
zwangerschap,pregnancy,怀孕,NOUN
Arabisch,Arabic,阿拉伯的,ADJ
Aziatisch,Asian,亚洲的,ADJ
Braziliaans,Brazilian,巴西的,ADJ
Canadees,Canadian,加拿大的,ADJ
Indiaas,Indian,印度的,ADJ
Marokkaans,Moroccan,摩洛哥的,ADJ
Mexicaans,Mexican,墨西哥的,ADJ
Pools,Polish,波兰的,ADJ
Rus,Russian,俄罗斯人,NOUN
Vlaams,Flemish,佛兰芒的,ADJ
Zweeds,Swedish,瑞典的,ADJ
aangeven,to indicate,指出,VERB
aanmelden,to register,注册,VERB
aanpassen,to adjust,调整,VERB
aansprakelijkheid,liability,责任,NOUN
aantrekkelijk,attractive,有吸引力的,ADJ
achteraf,afterwards,事后,ADV
activiteit,activity,活动,NOUN
alvast,in advance,提前,ADV
apparaat,device,设备,NOUN
assistent,assistant,助手,NOUN
avontuur,adventure,冒险,NOUN
bedrag,amount,金额,NOUN
beknopt,concise,简明的,ADJ
benadrukken,to emphasize,强调,VERB
besluiten,to decide,决定,VERB
besparen,to save,节省,VERB
besteden,to spend,花费,VERB
betrekkelijk,relative,相对的,ADJ
bevoegdheid,competence,职权,NOUN
bevriezen,to freeze,冻结,VERB
beïnvloeden,to influence,影响,VERB
bidden,to pray,祈祷,VERB
bijbel,Bible,圣经,NOUN
binnenstad,city centre,市中心,NOUN
blijken,to turn out,证明是,VERB
blik,glance,一瞥,NOUN
bodem,soil,土壤,NOUN
boel,lot,许多,NOUN
boete,fine,罚款,NOUN
bol,sphere,球体,NOUN
bovenop,on top of,在...之上,ADP
bruiloft,wedding,婚礼,NOUN
cel,cell,细胞,NOUN
chef,boss,老板,NOUN
communiceren,to communicate,交流,VERB
competitie,competition,比赛,NOUN
creatief,creative,有创造力的,ADJ
criterium,criterion,标准,NOUN
daaraan,to that,对此,PRON
daarover,about that,关于那个,ADV
dankbaar,grateful,感激的,ADJ
danken,to thank,感谢,VERB
deskundig,expert,专业的,ADJ
digitaal,digital,数字的,ADJ
dijk,dike,堤坝,NOUN
diner,dinner,晚餐,NOUN
docent,lecturer,讲师,NOUN
documentaire,documentary,纪录片,NOUN
doelpunt,goal,进球,NOUN
doeltreffendheid,effectiveness,有效性,NOUN
drastisch,drastic,严厉的,ADJ
dronken,drunk,醉的,ADJ
drukte,bustle,忙碌,NOUN
dynamiek,dynamics,动态,NOUN
echtgenoot,husband,丈夫,NOUN
elektriciteit,electricity,电,NOUN
enthousiast,enthusiastic,热情的,ADJ
erachter,behind it,在它后面,ADV
ergst,worst,最糟糕的,ADJ
ernaar,to it,对它,ADV
evalueren,to evaluate,评估,VERB
exclusief,exclusive,专有的,ADJ
excuus,excuse,借口,NOUN
expliciet,explicit,明确的,ADJ
fenomeen,phenomenon,现象,NOUN
figuur,figure,人物,NOUN
filmster,film star,电影明星,NOUN
fotograaf,photographer,摄影师,NOUN
functionaliteit,functionality,功能性,NOUN
gaaf,perfect,完美的,ADJ
garanderen,to guarantee,保证,VERB
geboorte,birth,出生,NOUN
gedicht,poem,诗,NOUN
gedoe,hassle,麻烦,NOUN
geloofwaardigheid,credibility,公信力,NOUN
gemak,ease,便利,NOUN
gemiddeld,average,平均的,ADJ
gerenommeerd,renowned,著名的,ADJ
gerust,rest assured,放心的,ADJ
geschikt,suitable,合适的,ADJ
geur,smell,气味,NOUN
gevecht,fight,战斗,NOUN
graf,grave,坟墓,NOUN
graven,to dig,挖掘,VERB
grootte,size,大小,NOUN
handhaven,to maintain,维持,VERB
hanteren,to handle,运用,VERB
haten,to hate,恨,VERB
hekel,dislike,厌恶,NOUN
hel,hell,地狱,NOUN
herkennen,to recognize,认出,VERB
hierboven,above,在上面,ADV
hierna,after this,此后,ADV
hoogwaardig,high quality,优质的,ADJ
identiek,identical,相同的,ADJ
idioot,idiot,白痴,NOUN
immens,immense,巨大的,ADJ
informeren,to inform,通知,VERB
innovatief,innovative,创新的,ADJ
inspiratie,inspiration,灵感,NOUN
integraal,integral,全面的,ADJ
integriteit,integrity,正直,NOUN
interpreteren,to interpret,解释,VERB
interventie,intervention,干预,NOUN
jaloers,jealous,嫉妒的,ADJ
jarenlang,for years,多年来,ADV
kanker,cancer,癌症,NOUN
klacht,complaint,投诉,NOUN
klimaat,climate,气候,NOUN
klus,job,活儿,NOUN
koppel,couple,一对,NOUN
krachtig,powerful,强大的,ADJ
kunstenaar,artist,艺术家,NOUN
laag,layer,层,NOUN
laden,to load,装载,VERB
legitimeren,to legitimate,使合法化,VERB
leugen,lie,谎言,NOUN
levend,alive,活着的,ADJ
liegen,to lie,撒谎,VERB
logisch,logical,合乎逻辑的,ADJ
loon,wage,工资,NOUN
lui,lazy,懒惰的,ADJ
luxe,luxury,奢侈,NOUN
mannetje,male,雄性,NOUN
maximaal,maximum,最大的,ADJ
medaille,medal,奖牌,NOUN
menselijk,human,人类的,ADJ
