German_Lemma,English_Lemma,Chinese_Lemma,POS
abbiegen,to turn,转弯,VERB
Abendessen,dinner,晚餐,NOUN
abfahren,to depart,出发,VERB
Abfahrt,departure,出发,NOUN
abhauen,to run away,逃跑,VERB
abholen,to pick up,接,VERB
ablehnen,to reject,拒绝,VERB
abmelden,to deregister,注销,VERB
abonnieren,to subscribe,订阅,VERB
abschließen,to conclude,结束,VERB
Alkohol,alcohol,酒,NOUN
alle,all,所有,DET
Amerikaner,American,美国人,NOUN
anbieten,to offer,提供,VERB
ankommen,to arrive,到达,VERB
Ankunft,arrival,到达,NOUN
anstehen,to queue,排队,VERB
antworten,to answer,回答,VERB
anziehen,to put on,穿上,VERB
Anzug,suit,西装,NOUN
Apotheke,pharmacy,药店,NOUN
Appetit,appetite,食欲,NOUN
Arbeiter,worker,工人,NOUN
Arm,arm,手臂,NOUN
atmen,to breathe,呼吸,VERB
aufmachen,to open,打开,VERB
aufpassen,to pay attention,注意,VERB
aufräumen,to tidy up,整理,VERB
aufstehen,to get up,起床,VERB
aufwachen,to wake up,醒来,VERB
ausgeben,to spend,花费,VERB
ausgehen,to go out,外出,VERB
ausleihen,to lend,借入,VERB
auspacken,to unpack,拆包,VERB
ausruhen,to rest,休息,VERB
ausschalten,to switch off,关闭,VERB
Ausweis,ID card,身份证,NOUN
auswählen,to select,挑选,VERB
backen,to bake,烘烤,VERB
Badezimmer,bathroom,浴室,NOUN
Bahn,railway,铁路,NOUN
Bahnhof,train station,火车站,NOUN
basteln,to do crafts,做手工,VERB
Bauch,belly,肚子,NOUN
Baum,tree,树,NOUN
beantworten,to answer,回答,VERB
bedeuten,to mean,意味着,VERB
bedienen,to operate,操作,VERB
beeilen,to hurry,匆忙,VERB
beenden,to finish,结束,VERB
Beerdigung,funeral,葬礼,NOUN
beginnen,to begin,开始,VERB
Bein,leg,腿,NOUN
Berg,mountain,山,NOUN
berichten,to report,报告,VERB
Beruf,profession,职业,NOUN
berühren,to touch,触摸,VERB
beschreiben,to describe,描述,VERB
bestellen,to order,订购,VERB
Blut,blood,血,NOUN
blöde,stupid,愚蠢的,ADJ
Bombe,bomb,炸弹,NOUN
braten,to roast,煎烤,VERB
Brauhaus,brewery,啤酒厂,NOUN
Braut,bride,新娘,NOUN
Brille,glasses,眼镜,NOUN
Brust,chest,胸部,NOUN
Brücke,bridge,桥,NOUN
brüllen,to shout,吼叫,VERB
Burg,castle,城堡,NOUN
bügeln,to iron,熨烫,VERB
Bühne,stage,舞台,NOUN
Champagner,champagne,香槟,NOUN
Dach,roof,屋顶,NOUN
danken,to thank,感谢,VERB
Daten,data,数据,NOUN
dauern,to last,持续,VERB
davor,before that,在此之前,ADV
Decke,blanket,毯子,NOUN
deutlich,clear,清晰的,ADJ
Deutscher,German,德国人,NOUN
Dieb,thief,小偷,NOUN
dienen,to serve,服务,VERB
Dienst,service,服务,NOUN
diesmal,this time,这次,ADV
diskutieren,to discuss,讨论,VERB
dorthin,there (direction),到那里,ADV
Dreck,dirt,污垢,NOUN
drinnen,inside,在里面,ADV
dritte,third,第三,ADJ
dunkel,dark,黑暗的,ADJ
durchfallen,to fail,不及格,VERB
duschen,to shower,淋浴,VERB
ebenfalls,likewise,同样地,ADV
Ecke,corner,角落,NOUN
Ehemann,husband,丈夫,NOUN
eilig,in a hurry,匆忙的,ADJ
einkaufen,to shop,购物,VERB
einladen,to invite,邀请,VERB
Einladung,invitation,邀请,NOUN
einrichten,to furnish,布置,VERB
einschalten,to switch on,开启,VERB
einverstanden,agreed,同意的,ADJ
empfehlen,to recommend,推荐,VERB
eng,tight,狭窄的,ADJ
Engel,angel,天使,NOUN
englisch,English,英国的,ADJ
entweder,either,要么,CCONJ
erlaubt,allowed,被允许的,ADJ
erster,first,第一,ADJ
erstes,first,第一,ADJ
erwachsen,adult,成年的,ADJ
eröffnen,to open,开设,VERB
Fach,subject,科目,NOUN
Fahrer,driver,司机,NOUN
Fahrkarte,ticket,车票,NOUN
Fahrplan,timetable,时刻表,NOUN
Fahrstuhl,elevator,电梯,NOUN
fantastisch,fantastic,极好的,ADJ
Farbe,color,颜色,NOUN
Feld,field,田野,NOUN
fernsehen,to watch TV,看电视,VERB
Fernseher,television set,电视机,NOUN
festnehmen,to arrest,逮捕,VERB
Fieber,fever,发烧,NOUN
filmen,to film,拍摄,VERB
Finger,finger,手指,NOUN
Fisch,fish,鱼,NOUN
Flasche,bottle,瓶子,NOUN
Fleisch,meat,肉,NOUN
fluchen,to swear,咒骂,VERB
Flug,flight,飞行,NOUN
Flughafen,airport,机场,NOUN
Fluss,river,河流,NOUN
flüstern,to whisper,低语,VERB
Formular,form,表格,NOUN
fotografieren,to photograph,拍照,VERB
Frankreich,France,法国,NOUN
Freitag,Friday,星期五,NOUN
freundlich,friendly,友好的,ADJ
frisch,fresh,新鲜的,ADJ
fröhlich,cheerful,开朗的,ADJ
Frühstück,breakfast,早餐,NOUN
funktionieren,to function,运作,VERB
füllen,to fill,装满,VERB
Gang,corridor,走廊,NOUN
Garten,garden,花园,NOUN
Gast,guest,客人,NOUN
Geburt,birth,出生,NOUN
Gepäck,luggage,行李,NOUN
Geräusch,noise,噪音,NOUN
Geschmack,taste,味道,NOUN
gleichzeitig,simultaneous,同时的,ADJ
Grenze,border,边界,NOUN
Großmutter,grandmother,祖母,NOUN
Großvater,grandfather,祖父,NOUN
Größe,size,大小,NOUN
gucken,to look,瞧,VERB
Haar,hair,头发,NOUN
halb,half,一半的,ADJ
hassen,to hate,恨,VERB
herausfinden,to find out,查明,VERB
herein,in,进来,ADV
Hexe,witch,女巫,NOUN
hingehen,to go there,去那里,VERB
hinterher,afterwards,随后,ADV
Hintern,buttocks,屁股,NOUN
Hinweis,clue,线索,NOUN
hochladen,to upload,上传,VERB
Holz,wood,木头,NOUN
Hose,trousers,裤子,NOUN
Husten,cough,咳嗽,NOUN
Hölle,hell,地狱,NOUN
Hütte,hut,小屋,NOUN
Inspektor,inspector,检查员,NOUN
installieren,to install,安装,VERB
interessant,interesting,有趣的,ADJ
Interesse,interest,兴趣,NOUN
interessieren,to interest,使感兴趣,VERB
inzwischen,meanwhile,与此同时,ADV
irgendetwas,anything,任何东西,PRON
irre,crazy,疯狂的,ADJ
Jacke,jacket,夹克,NOUN
jagen,to hunt,打猎,VERB
Kaiser,emperor,皇帝,NOUN
kapieren,to understand,理解,VERB
Kapitän,captain,船长,NOUN
Karriere,career,职业,NOUN
Katze,cat,猫,NOUN
Keller,basement,地下室,NOUN
kennenlernen,to get to know,结识,VERB
Kino,cinema,电影院,NOUN
Kissen,pillow,枕头,NOUN
Kiste,box,箱子,NOUN
Kleidung,clothing,服装,NOUN
klettern,to climb,攀爬,VERB
klingen,to sound,听起来,VERB
Klinik,clinic,诊所,NOUN
Klo,toilet,厕所,NOUN
klug,clever,聪明的,ADJ
Knast,jail,监狱,NOUN
Knie,knee,膝盖,NOUN
knien,to kneel,跪,VERB
Kniff,trick,诡计,NOUN
Knochen,bone,骨头,NOUN
Koffer,suitcase,行李箱,NOUN
Kohle,coal,煤,NOUN
Kollege,colleague,同事,NOUN
Kommissar,commissioner,专员,NOUN
komplett,complete,完整的,ADJ
kompliziert,complicated,复杂的,ADJ
konzentrieren,to concentrate,集中,VERB
kopieren,to copy,复制,VERB
Krankenwagen,ambulance,救护车,NOUN
Krankheit,disease,疾病,NOUN
Krebs,cancer,癌症,NOUN
Kuchen,cake,蛋糕,NOUN
Kugel,bullet,子弹,NOUN
Kuh,cow,牛,NOUN
Kunst,art,艺术,NOUN
Kurs,course,课程,NOUN
Kuss,kiss,吻,NOUN
Künstler,artist,艺术家,NOUN
Labor,laboratory,实验室,NOUN
langweilig,boring,无聊的,ADJ
lebendig,alive,活着的,ADJ
lecker,delicious,美味的,ADJ
leer,empty,空的,ADJ
leeren,to empty,倒空,VERB
lehren,to teach,教导,VERB
Lehrer,teacher,教师,NOUN
leihen,to lend,借出,VERB
liefern,to deliver,交付,VERB
Loch,hole,洞,NOUN
locker,relaxed,放松的,ADJ
loswerden,to get rid of,摆脱,VERB
löschen,to delete,删除,VERB
Lüge,lie,谎言,NOUN
Lügner,liar,说谎者,NOUN
Magie,magic,魔法,NOUN
Mami,mommy,妈妈,NOUN
manche,some,一些,DET
Markt,market,市场,NOUN
Maschine,machine,机器,NOUN
Maul,mouth (animal),兽嘴,NOUN
Medizin,medicine,医学,NOUN
Meile,mile,英里,NOUN
merken,to notice,注意,VERB
messen,to measure,测量,VERB
mindestens,at least,至少,ADV
Minute,minute,分钟,NOUN
mischen,to mix,混合,VERB
Mitarbeiter,employee,员工,NOUN
mitbringen,to bring along,带来,VERB
mitfahren,to ride along,同行,VERB
Mitglied,member,成员,NOUN
mitkommen,come along,一起来,VERB
Mittag,noon,中午,NOUN
Mittagessen,lunch,午餐,NOUN
Mitte,middle,中间,NOUN
mitten,in the middle,在中间,ADV
Mitternacht,midnight,午夜,NOUN
Mond,moon,月亮,NOUN
Mord,murder,谋杀,NOUN
Motor,engine,发动机,NOUN
Möbel,furniture,家具,NOUN
Möglichkeit,possibility,可能性,NOUN
Müdigkeit,tiredness,疲劳,NOUN
Müll,trash,垃圾,NOUN
Münze,coin,硬币,NOUN
Nachbar,neighbor,邻居,NOUN
nachdenken,think about,思考,VERB
nachher,afterwards,以后,ADV
Nachmittag,afternoon,下午,NOUN
nachts,at night,夜间,ADV
nackt,naked,裸体的,ADJ
Natur,nature,自然,NOUN
Nerv,nerve,神经,NOUN
neugierig,curious,好奇的,ADJ
Neuigkeit,news,新闻,NOUN
nirgendwo,nowhere,无处,ADV
Norden,north,北,NOUN
