German_Lemma,English_Lemma,Chinese_Lemma,POS
abends,in the evening,在晚上,ADV
abgeben,to hand in,提交,VERB
Abmachung,arrangement,协议,NOUN
abnehmen,to lose weight,减肥,VERB
absagen,to cancel,取消,VERB
Adler,eagle,鹰,NOUN
Aktion,action,行动,NOUN
aktiv,active,活跃的,ADJ
Aktivität,activity,活动,NOUN
albern,silly,傻的,ADJ
Albtraum,nightmare,噩梦,NOUN
Allee,avenue,大道,NOUN
amerikanisch,American,美国的,ADJ
anhaben,to wear,穿着,VERB
anhören,to listen to,倾听,VERB
anschauen,to watch,观看,VERB
anstrengend,exhausting,累人的,ADJ
anzünden,to ignite,点燃,VERB
Arbeitgeber,employer,雇主,NOUN
Arbeitsplatz,workplace,工作岗位,NOUN
Arschloch,asshole,混蛋,NOUN
Asche,ashes,灰烬,NOUN
aufschreiben,to write down,记下,VERB
aufwachsen,to grow up,长大,VERB
Aufzug,elevator,电梯,NOUN
Ausbildung,training,培训,NOUN
ausdenken,to think up,构思,VERB
Ausflug,excursion,郊游,NOUN
Ausgang,exit,出口,NOUN
Ausland,abroad,国外,NOUN
ausrechnen,to calculate,算出,VERB
außen,outside,外面,ADV
aussteigen,to get off,下车,VERB
aussuchen,to pick out,挑选,VERB
ausziehen,to move out,搬出,VERB
Bach,brook,小溪,NOUN
baden,to bathe,洗澡,VERB
Balkon,balcony,阳台,NOUN
Bauernhof,farm,农场,NOUN
Becher,cup,杯子,NOUN
bedanken,to thank,感谢,VERB
bedecken,to cover,覆盖,VERB
Befehl,command,命令,NOUN
Beginn,beginning,开始,NOUN
beißen,to bite,咬,VERB
beliebt,popular,受欢迎的,ADJ
Bellen,barking,吠叫,NOUN
bequem,comfortable,舒适的,ADJ
berühmt,famous,著名的,ADJ
Berührung,touch,接触,NOUN
bescheuert,stupid,愚蠢的,ADJ
besetzt,occupied,被占用的,ADJ
besoffen,drunk,醉的,ADJ
besser,better,更好的,ADJ
bestimmt,certain,特定的,ADJ
beugen,to bend,弯曲,VERB
billig,cheap,便宜的,ADJ
Blatt,leaf,叶子,NOUN
bluten,to bleed,流血,VERB
Blödmann,fool,傻瓜,NOUN
Bock,buck,公山羊,NOUN
Bogen,sheet,张,NOUN
Bohne,bean,豆子,NOUN
brav,well-behaved,乖的,ADJ
breit,wide,宽的,ADJ
Bremse,brake,刹车,NOUN
Brieftasche,wallet,钱包,NOUN
Bude,booth,摊位,NOUN
Bulle,cop,警察,NOUN
Bursche,fellow,小伙子,NOUN
checken,to check,检查,VERB
Chefin,boss (female),女老板,NOUN
Chinese,Chinese person,中国人,NOUN
daneben,next to,在旁边,ADV
Daumen,thumb,拇指,NOUN
decken,to cover,覆盖,VERB
dehnen,to stretch,伸展,VERB
deutsch,German,德国的,ADJ
Deutsche,German person,德国人,NOUN
dick,fat,胖的,ADJ
doof,dumb,愚蠢的,ADJ
doppelt,double,双倍的,ADJ
Dose,can,罐头,NOUN
Drache,dragon,龙,NOUN
Drachen,kite,风筝,NOUN
dreimal,three times,三次,ADV
Durst,thirst,口渴,NOUN
Dusche,shower,淋浴,NOUN
Dutzend,dozen,一打,NOUN
dünn,thin,薄的,ADJ
Ehre,honor,荣誉,NOUN
Eimer,bucket,桶,NOUN
Eingang,entrance,入口,NOUN
einiger,some,一些,DET
einsteigen,to get on,上车,VERB
einzig,unique,唯一的,ADJ
Eisen,iron,铁,NOUN
Enkel,grandson,孙子,NOUN
Enkelin,granddaughter,孙女,NOUN
entspannt,relaxed,放松的,ADJ
Erdbeben,earthquake,地震,NOUN
erhitzen,to heat,加热,VERB
ernten,to harvest,收割,VERB
erschrecken,to frighten,惊吓,VERB
ertrinken,to drown,溺水,VERB
Erwachsene,adult,成年人,NOUN
Esel,donkey,驴,NOUN
Etage,floor,楼层,NOUN
Fabrik,factory,工厂,NOUN
Fahrzeug,vehicle,车辆,NOUN
Faust,fist,拳头,NOUN
Feier,celebration,庆祝活动,NOUN
Fels,rock,岩石,NOUN
fett,fat,肥胖的,ADJ
Feuerwehr,fire department,消防队,NOUN
Feuerwerk,fireworks,烟花,NOUN
fies,nasty,卑鄙的,ADJ
Flagge,flag,旗帜,NOUN
Flamme,flame,火焰,NOUN
fleißig,diligent,勤奋的,ADJ
Flur,hallway,走廊,NOUN
Franzose,Frenchman,法国人,NOUN
Französisch,French,法语,NOUN
Freizeit,free time,业余时间,NOUN
fremd,foreign,陌生的,ADJ
Friedhof,cemetery,墓地,NOUN
Frisur,hairstyle,发型,NOUN
Frosch,frog,青蛙,NOUN
Führerschein,driver's license,驾驶证,NOUN
füttern,to feed,喂养,VERB
gefrieren,to freeze,结冰,VERB
Gefühl,feeling,感觉,NOUN
gemütlich,cozy,舒适的,ADJ
geradeaus,straight ahead,一直往前,ADV
Gerede,gossip,闲话,NOUN
Geruch,smell,气味,NOUN
Gerät,device,设备,NOUN
gestresst,stressed,有压力的,ADJ
Gesundheit,health,健康,NOUN
Gitarre,guitar,吉他,NOUN
Glocke,bell,钟,NOUN
goldfarben,golden,金色的,ADJ
gratulieren,to congratulate,祝贺,VERB
gruselig,creepy,令人毛骨悚然的,ADJ
Güte,goodness,善良,NOUN
Hai,shark,鲨鱼,NOUN
Halle,hall,大厅,NOUN
Handtasche,handbag,手提包,NOUN
Handtuch,towel,毛巾,NOUN
hauen,to hit,打,VERB
Hauptstadt,capital,首都,NOUN
heben,to lift,举起,VERB
Helikopter,helicopter,直升机,NOUN
hell,bright,明亮的,ADJ
Helm,helmet,头盔,NOUN
herzlich,cordial,衷心的,ADJ
hierhin,to here,到这里,ADV
hinfahren,to drive there,开车去那里,VERB
hinlegen,to lay down,放下,VERB
hinsetzen,to sit down,坐下,VERB
Hobby,pastime,爱好,NOUN
Hubschrauber,helicopter,直升机,NOUN
Humor,sense of humor,幽默,NOUN
Hundert,hundreds,数百,NOUN
hupen,to honk,按喇叭,VERB
Hure,whore,妓女,NOUN
hässlich,ugly,丑陋的,ADJ
höflich,polite,礼貌的,ADJ
Höhle,cave,洞穴,NOUN
Hügel,hill,小山,NOUN
Information,piece of information,信息,NOUN
informieren,inform,通知,VERB
intelligent,clever,聪明的,ADJ
Interview,job interview,采访,NOUN
irgend,any,任何,ADV
irgendein,any,任何一个,DET
irgendjemand,anyone,任何人,PRON
irgendwer,anyone,任何人,PRON
Italienisch,Italian,意大利语,NOUN
Jahrhundert,century,世纪,NOUN
jammern,to whine,哀叹,VERB
Jugendlicher,teenager,青少年,NOUN
Jäger,hunter,猎人,NOUN
Kabel,cable,电缆,NOUN
Kanone,cannon,大炮,NOUN
Kater,hangover,宿醉,NOUN
Kellnerin,waitress,女服务员,NOUN
Kette,chain,链子,NOUN
Kilo,kilogram,公斤,NOUN
Kindergarten,preschool,幼儿园,NOUN
Kindheit,childhood,童年,NOUN
Klamotten,clothes,衣服,NOUN
klappen,to work out,成功,VERB
klauen,to steal,偷,VERB
Klavier,piano,钢琴,NOUN
Klemme,clamp,夹子,NOUN
Klingel,bell,门铃,NOUN
Klingeln,ringing,铃声,NOUN
klopfen,knock,敲,VERB
Knall,bang,巨响,NOUN
kneifen,to pinch,捏,VERB
Kneipe,pub,酒馆,NOUN
Knopf,button,纽扣,NOUN
Knoten,knot,结,NOUN
Knöchel,ankle,脚踝,NOUN
Kollegin,colleague (female),女同事,NOUN
Kompliment,compliment,赞美,NOUN
Konto,account,账户,NOUN
Konzert,concert,音乐会,NOUN
Kopfschmerz,headache,头痛,NOUN
Kopie,copy,副本,NOUN
Korb,basket,篮子,NOUN
korrekt,correct,正确的,ADJ
Kostüm,costume,服装,NOUN
