Chinese_Lemma,English_Lemma,Chinese_Lemma,POS
回报,return,回报,VERB
团圆,reunite,团圆,VERB
困惑,confused,困惑,ADJ
场合,occasion,场合,NOUN
坦白,frank,坦白,ADJ
大致,roughly,大致,ADV
失误,mistake,失误,NOUN
暗示,hint,暗示,VERB
涉及,involve,涉及,VERB
证实,confirm,证实,VERB
试验,trial,试验,NOUN
预测,predict,预测,VERB
推测,guess,推测,VERB
猜测,guess,猜测,VERB
猜想,suppose,猜想,VERB
进展,progress,进展,NOUN
推动,propel,推动,VERB
预算,budget,预算,NOUN
与其,rather than,与其,SCONJ
宁可,would rather,宁可,SCONJ
宁愿,would rather,宁愿,SCONJ
沉重,heavy,沉重,ADJ
人情,favor,人情,NOUN
一律,same,一律,ADV
不妨,might as well,不妨,ADV
应,should,应,AUX
归,to return,归,VERB
并,and,并,CCONJ
尝试,to try,尝试,VERB
官方,official,官方,ADJ
官员,official,官员,NOUN
擅长,be good at,擅长,VERB
科技,technology,科技,NOUN
社区,community,社区,NOUN
忽略,to neglect,忽略,VERB
怀孕,to be pregnant,怀孕,VERB
意味着,to signify,意味着,VERB
结局,ending,结局,NOUN
真相,truth,真相,NOUN
欺骗,deceive,欺骗,VERB
孤独,lonely,孤独,ADJ
才能,ability,才能,NOUN
面试,interview,面试,NOUN
至,until,至,ADP
躲藏,to hide oneself,躲藏,VERB
车厢,carriage,车厢,NOUN
连续剧,serialized drama,连续剧,NOUN
退步,to regress,退步,VERB
逗,to tease,逗,VERB
郊区,suburb,郊区,NOUN
配合,to cooperate,配合,VERB
铜,copper,铜,NOUN
销售,sales,销售,NOUN
长途,long-distance,长途,ADJ
问候,greeting,问候,NOUN
阵,bout,阵,NOUN
陆地,land,陆地,NOUN
鲜艳,bright-colored,鲜艳,ADJ
上司,boss,上司,NOUN
下手,to start,下手,VERB
不像话,unreasonable,不像话,ADJ
世上,in the world,世上,NOUN
丛林,jungle,丛林,NOUN
丝,silk,丝,NOUN
为此,for this,为此,ADP
主演,lead actor,主演,NOUN
乘务员,attendant,乘务员,NOUN
习俗,custom,习俗,NOUN
书籍,books,书籍,NOUN
书面,in writing,书面,NOUN
亚军,second place (in a sports contest),亚军,NOUN
交往,to associate,交往,VERB
亭子,pavilion,亭子,NOUN
亲吻,to kiss,亲吻,VERB
亲密,intimate,亲密,ADJ
人手,personnel,人手,NOUN
人间,the human world,人间,NOUN
仆人,servant,仆人,NOUN
仓库,warehouse,仓库,NOUN
他人,others,他人,NOUN
令,to make,令,VERB
任性,willful,任性,ADJ
传单,leaflet,传单,NOUN
位于,to be located at,位于,VERB
