French_Lemma,English_Lemma,Chinese_Lemma,POS
pasteur,pastor,牧师,NOUN
patrimoine,heritage,遗产,NOUN
patriote,patriot,爱国者,NOUN
patrouille,patrol,巡逻,NOUN
percevoir,to perceive,察觉,VERB
pervers,perverse,堕落的,ADJ
peste,plague,瘟疫,NOUN
philosophique,philosophical,哲学的,ADJ
phobie,phobia,恐惧症,NOUN
plaie,wound,伤口,NOUN
pleinement,fully,完全地,ADV
potentiellement,potentially,潜在地,ADV
prestation,service,服务,NOUN
prestigieux,prestigious,有声望的,ADJ
privatiser,to privatize,私有化,VERB
privilège,privilege,特权,NOUN
privilégié,privileged,享有特权的,ADJ
problématique,problematic,有问题的,ADJ
productivité,productivity,生产力,NOUN
programmation,programming,编程,NOUN
propagande,propaganda,宣传,NOUN
prophète,prophet,先知,NOUN
prospérité,prosperity,繁荣,NOUN
protocole,protocol,协议,NOUN
provenance,origin,来源,NOUN
préalable,prior,先前的,ADJ
précoce,precocious,早熟的,ADJ
préjugé,prejudice,偏见,NOUN
préoccupation,concern,担忧,NOUN
prétendre,to claim,声称,VERB
prévention,prevention,预防,NOUN
purement,purely,纯粹地,ADV
pédagogie,pedagogy,教育学,NOUN
pénurie,shortage,短缺,NOUN
pénétrer,to penetrate,穿透,VERB
pétition,petition,请愿书,NOUN
rareté,scarcity,稀缺,NOUN
recueillir,to collect,收集,VERB
refléter,to reflect,反映,VERB
rejet,rejection,拒绝,NOUN
relance,stimulus,刺激,NOUN
relationnel,relational,关系的,ADJ
renaissance,rebirth,复兴,NOUN
renouveau,revival,复兴,NOUN
renouvelable,renewable,可再生的,ADJ
renouvellement,renewal,更新,NOUN
rentable,profitable,有利可图的,ADJ
requête,request,请求,NOUN
ressortir,to stand out,突出,VERB
revendiquer,to claim,要求,VERB
rigueur,rigor,严谨,NOUN
rude,harsh,粗鲁的,ADJ
réalisme,realism,现实主义,NOUN
réchauffement,warming,变暖,NOUN
récit,story,故事,NOUN
réclamer,to demand,要求,VERB
rédacteur,editor,编辑,NOUN
référendum,referendum,公民投票,NOUN
réglementation,regulation,规章,NOUN
régner,to reign,统治,VERB
réjouir,to rejoice,使高兴,VERB
rénovation,renovation,翻新,NOUN
répandre,to spread,传播,VERB
répartir,to distribute,分配,VERB
répartition,distribution,分配,NOUN
répertoire,repertoire,剧目,NOUN
républicain,republican,共和的,ADJ
réputé,renowned,著名的,ADJ
résider,to reside,居住,VERB
résolu,resolute,坚决的,ADJ
résolution,resolution,决心,NOUN
résulter,to result,产生,VERB
rétablir,to restore,恢复,VERB
rétablissement,recovery,康复,NOUN
révolte,revolt,叛乱,NOUN
révolutionnaire,revolutionary,革命的,ADJ
révélation,revelation,启示,NOUN
rôtir,to roast,烤,VERB
sagesse,wisdom,智慧,NOUN
salarié,employee,雇员,NOUN
sangle,strap,带子,NOUN
saupoudrer,to sprinkle,撒,VERB
sauvegarde,backup,备份,NOUN
schéma,diagram,图表,NOUN
secte,sect,教派,NOUN
secteur,sector,部门,NOUN
semblant,pretense,假装,NOUN
sensiblement,perceptibly,明显地,ADV
sensé,sensible,明智的,ADJ
serment,oath,誓言,NOUN
seuil,threshold,门槛,NOUN
significatif,significant,显著的,ADJ
simultanément,simultaneously,同时地,ADV
siroter,to sip,小口喝,VERB
sobre,sober,清醒的,ADJ
soi-disant,so-called,所谓的,ADJ
soigneusement,carefully,仔细地,ADV
solidaire,supportive,团结的,ADJ
solidarité,solidarity,团结,NOUN
sommaire,summary,摘要,NOUN
somnifère,sleeping pill,安眠药,NOUN
sonde,probe,探测器,NOUN
sorcier,sorcerer,巫师,NOUN
sort,fate,命运,NOUN
soumission,submission,顺从,NOUN
soupçon,suspicion,怀疑,NOUN
sous-entendre,to imply,暗示,VERB
souverain,sovereign,主权的,ADJ
sparadrap,adhesive bandage,医用胶布,NOUN
spectre,spectrum,光谱,NOUN
spirituel,witty,风趣的,ADJ
spécifiquement,specifically,具体地,ADV
stockage,storage,储存,NOUN
stratégique,strategic,战略的,ADJ
strictement,strictly,严格地,ADV
subvention,subsidy,补贴,NOUN
successeur,successor,继任者,NOUN
successivement,successively,连续地,ADV
éclaircir,to clarify,澄清,VERB
écraser,to crush,压碎,VERB
égayer,to cheer up,使高兴,VERB
élaborer,to elaborate,制定,VERB
émerger,to emerge,出现,VERB
émouvoir,to move,打动,VERB
épanouir,to blossom,使绽放,VERB
épater,to impress,使惊叹,VERB
épauler,to support,支持,VERB
étouffer,to stifle,窒息,VERB
abîme,abyss,深渊,NOUN
académique,academic,学术的,ADJ
accourir,to rush,奔来,VERB
accroître,to increase,增加,VERB
acquittement,acquittal,无罪释放,NOUN
actionnaire,shareholder,股东,NOUN
adhérent,member,会员,NOUN
adhérer,to adhere,加入,VERB
adhésion,membership,会员资格,NOUN
administrateur,administrator,管理员,NOUN
adroitement,skillfully,熟练地,ADV
allier,to ally,结盟,VERB
alourdir,to make heavier,加重,VERB
alternance,alternation,轮流,NOUN
altruisme,altruism,利他主义,NOUN
aléatoire,random,随机的,ADJ
amasser,to amass,积聚,VERB
ambivalence,ambivalence,矛盾心理,NOUN
amendement,amendment,修正案,NOUN
annexe,appendix,附件,NOUN
annexer,to annex,兼并,VERB
anodin,innocuous,无关痛痒的,ADJ
antiquité,antiquity,古代,NOUN
antisémitisme,antisemitism,反犹太主义,NOUN
appellation,designation,名称,NOUN
apport,contribution,贡献,NOUN
approvisionnement,supply,供应,NOUN
appréciation,assessment,评估,NOUN
appréhender,to apprehend,担忧,VERB
arbitrage,arbitration,仲裁,NOUN
arbitrer,to arbitrate,仲裁,VERB
