Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
طفا,to float,,VERB
طهر,purity,,NOUN
عبودية,servitude,,NOUN
عمومة,uncle,,NOUN
عوارض,symptom,,NOUN
غاص,to dive / plunge,,VERB
غض,to lower (the gaze) / diminish,,VERB
فلس,coin,,NOUN
فلكي,celestial,,NOUN
قسا,to be cruel / harsh,,VERB
قصارى,utmost,,NOUN
كبريت,sulfur,,NOUN
كيل,weighing,,NOUN
لئيم,mean / base,,ADJ
متحير,perplexed,,ADJ
متراكم,accumulated,,ADJ
متسق,consistent / coherent,,ADJ
متعطش,thirsty / parched,,ADJ
متناسق,harmonious,,ADJ
مثقل,burdened / laden,,ADJ
مثيل,equivalent,,NOUN
محصل,collector,,NOUN
مخبأ,hideout,,NOUN
مخرب,saboteur,,NOUN
مذبحة,massacre,,NOUN
مرار,bitterness,,NOUN
مربك,confusing / embarrassing,,ADJ
مريع,terrifying / dreadful,,ADJ
مزق,to tear to pieces,,VERB
مزية,advantage,,NOUN
مصفوف,arranged in rows,,ADJ
معبأ,filled / packed,,ADJ
معذب,tormentor,,NOUN
معهود,custom,,NOUN
مغرم,infatuated / fond (of),,ADJ
مغطس,bath,,NOUN
مفرط,excessive,,ADJ
مقرف,disgusting,,ADJ
مكث,stay,,NOUN
مناشدة,appeal,,NOUN
منصف,fair / just,,ADJ
منقرض,extinct,,ADJ
موقد,hearth,,NOUN
ميكروسكوبي,microscopic,,ADJ
نابض,pulsating,,ADJ
ناهيك,besides,,NOUN
نعل,sole,,NOUN
هنيء,wholesome / agreeable,,ADJ
واقية,shield,,NOUN
وتيرة,rhythm,,NOUN
وحل,mud / mire,,NOUN
أثقل,to weigh down / burden,,VERB
أحصى,to count / enumerate,,VERB
أدمج,to merge / incorporate,,VERB
أرستقراطي,aristocrat,,NOUN
أرفق,to be kind (to),,VERB
أصغى,to listen attentively,,VERB
أعاق,to impede / hamper,,VERB
أغرى,to entice / tempt,,VERB
أفسح,to make room / widen,,VERB
ألهم,to inspire,,VERB
أملى,to dictate,,VERB
أوزون,ozone,,NOUN
إجبار,coercion,,NOUN
إرباك,confusion,,NOUN
إزاء,opposite,,NOUN
إسفنج,sponge,,NOUN
أرخبيل,archipelago,群岛,NOUN
هدنة,truce,停火,NOUN
مرسوم,decree,法令,NOUN
استفتاء,referendum,公投,NOUN
افتتاحية,editorial,社论,NOUN
سيادة,sovereignty,主权,NOUN
مصداقية,credibility,可信度,NOUN
اعتصام,sit-in,静坐抗议,NOUN
شغب,riot,骚乱,NOUN
ركود,recession,衰退,NOUN
سند,bond,债券,NOUN
مردودية,profitability,盈利能力,NOUN
فائض,surplus,盈余,NOUN
محروقات,fuels,燃料,NOUN
فوسفاط,phosphate,磷酸盐,NOUN
احتكار,monopoly,垄断,NOUN
خصخصة,privatization,私有化,NOUN
تنافسية,competitiveness,竞争力,NOUN
رواج,boom,兴旺,NOUN
كساد,stagnation,萧条,NOUN
تقشف,austerity,紧缩,NOUN
تَسْبِق,advance payment,预付款,NOUN
كَفَالَة,sponsorship,担保,NOUN
اسْتِحْقَاق,due date,到期日,NOUN
مَدِين,debtor,债务人,NOUN
دَائِن,creditor,债权人,NOUN
نَصْب,scam,诈骗,NOUN
اقتطاع,deduction,扣除,NOUN
سيولة,liquidity,流动性,NOUN
منخرط,enrolled,注册的,ADJ
اقتراض,borrowing,借款,NOUN
مقترض,borrower,借款人,NOUN
مقرض,lender,贷款人,NOUN
تبييض,money laundering,洗钱,NOUN
مضاربة,speculation,投机,NOUN
مدعي,plaintiff,原告,NOUN
جنحة,misdemeanor,轻罪,NOUN
جناية,felony,重罪,NOUN
ابتزاز,blackmail,勒索,NOUN
تشهير,defamation,诽谤,NOUN
استئناف,appeal,上诉,NOUN
نقض,cassation,撤销原判,NOUN
طعن,legal challenge,法律申诉,NOUN
نفقة,alimony,赡养费,NOUN
تشريع,legislation,立法,NOUN
مصادرة,confiscation,没收,NOUN
فسخ,termination,解除,NOUN
تقادم,statute of limitations,诉讼时效,NOUN
سوابق,criminal record,前科,NOUN
مؤبد,life imprisonment,无期徒刑,NOUN
مرافعة,pleading,法庭辩论,NOUN
تواطؤ,complicity,共谋,NOUN
توكيل,power of attorney,授权委托,NOUN
انتحال,impersonation,冒充,NOUN
مداهمة,raid,突袭,NOUN
زنزانة,cell,牢房,NOUN
علاوة,allowance,津贴,NOUN
تفويض,delegation,授权,NOUN
مواكبة,keeping up with,跟上,NOUN
شاغر,vacant,空缺的,ADJ
ترسيم,tenure,终身教职,NOUN
تجزئة,subdivision,住宅区,NOUN
ترميم,renovation,翻新,NOUN
إفراغ,emptying,排空,NOUN
إخلاء,eviction,驱逐,NOUN
رهن,mortgage,抵押,NOUN
تعمير,construction,建设,NOUN
عربون,deposit,定金,NOUN
حيازة,possession,占有,NOUN
تصيد,phishing,网络钓鱼,NOUN
خوارزمية,algorithm,算法,NOUN
تشفير,encryption,加密,NOUN
هشاشة,precariousness,脆弱性,NOUN
تهميش,marginalization,边缘化,NOUN
إقصاء,exclusion,排斥,NOUN
تكافل,mutual support,互助,NOUN
نميمة,gossip,流言蜚语,NOUN
مغالطة,fallacy,谬误,NOUN
تأويل,interpretation,诠释,NOUN
وقاحة,insolence,无礼,NOUN
لباقة,tact,圆滑,NOUN
دهاء,cunning,狡猾,NOUN
مكر,slyness,狡诈,NOUN
استقامة,uprightness,正直,NOUN
إيثار,altruism,利他,NOUN
إنصاف,fairness,公正,NOUN
طيش,recklessness,轻率,NOUN
